track_name,artist_name,artist_count,streams,days_released,is_ranked,chart_rank,inverse_rank,num_playlists,is_minor,bpm,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,403939487,16216,0,0,0.0,1685,0,95,0.75,0.74,0.58,0.36,0.0,0.09,0.03
Un Coco,Bad Bunny,1,403231558,704,1,28,0.03571428571428571,1029,0,152,0.84,0.74,0.69,0.21,0.0,0.18,0.06
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,403097450,1420,1,14,0.07142857142857142,685,1,158,0.6,0.52,0.76,0.17,0.0,0.19,0.05
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,401036314,494,1,16,0.0625,2959,1,117,0.72,0.45,0.59,0.14,0.0,0.2,0.21
Snooze,SZA,1,399686758,487,1,25,0.04,2839,0,143,0.56,0.39,0.55,0.14,0.0,0.11,0.13
Ditto,NewJeans,1,397582059,477,1,22,0.045454545454545456,1154,1,134,0.81,0.18,0.64,0.03,0.0,0.1,0.11
A Holly Jolly Christmas - Single Version,Burl Ives,1,395591396,26397,0,0,0.0,7930,0,140,0.67,0.81,0.36,0.64,0.0,0.15,0.03
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,395591396,30049,0,0,0.0,11940,0,96,0.23,0.19,0.25,0.91,0.0,0.4,0.03
Jordan,Ryan Castro,1,394030335,1075,1,2,0.5,2844,1,180,0.8,0.71,0.68,0.06,0.0,0.1,0.37
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,393230256,895,1,2,0.5,2780,1,90,0.79,0.79,0.7,0.57,0.0,0.66,0.08
Is There Someone Else?,The Weeknd,1,391251368,823,1,6,0.16666666666666666,2881,1,135,0.7,0.6,0.58,0.04,0.0,0.16,0.03
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,389771964,28284,0,0,0.0,11500,0,139,0.36,0.22,0.15,0.84,0.0,0.11,0.04
Daylight,David Kushner,1,387570742,361,1,98,0.01020408163265306,3528,1,130,0.51,0.32,0.43,0.83,0.0,0.09,0.03
Mary On A Cross,Ghost,1,387080183,1670,1,2,0.5,2668,0,130,0.47,0.56,0.9,0.0,0.0,0.1,0.04
Belly Dancer,"BYOR, Imanbek",2,383835984,781,1,13,0.07692307692307693,5115,0,122,0.85,0.42,0.8,0.06,0.0,0.17,0.14
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,383550148,886,0,0,0.0,4963,0,82,0.63,0.85,0.62,0.06,0.0,0.35,0.04
In The Stars,Benson Boone,1,382199619,711,1,8,0.125,2224,0,78,0.36,0.3,0.54,0.34,0.0,0.14,0.05
Punto G,Quevedo,1,381161027,522,1,35,0.02857142857142857,1985,1,92,0.75,0.55,0.76,0.25,0.0,0.1,0.15
Monotonï¿½,"Ozuna, Shakira",2,380726517,538,1,15,0.06666666666666667,3645,1,132,0.87,0.82,0.7,0.42,0.0,0.21,0.05
Selfish,PnB Rock,1,380319238,2847,0,0,0.0,2468,1,102,0.64,0.04,0.6,0.11,0.0,0.19,0.04
Praise God,Kanye West,1,376333030,954,0,0,0.0,4651,0,118,0.8,0.21,0.55,0.01,0.0,0.26,0.17
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,374706940,880,1,3,0.3333333333333333,4640,1,136,0.77,0.82,0.3,0.95,0.0,0.13,0.05
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,374191487,832,1,12,0.08333333333333333,1678,1,96,0.66,0.76,0.82,0.47,0.0,0.1,0.32
People,Libianca,1,373199958,494,1,56,0.017857142857142856,3506,1,198,0.59,0.71,0.42,0.55,0.0,0.1,0.07
Bloody Mary,Lady Gaga,1,372476382,4847,0,0,0.0,3909,1,100,0.59,0.49,0.65,0.02,0.0,0.13,0.03
Alien Blues,Vundabar,1,370068639,3182,0,0,0.0,1930,0,82,0.47,0.44,0.76,0.08,0.91,0.09,0.03
Something In The Way - Remastered 2021,Nirvana,1,368646862,11886,0,0,0.0,9514,0,106,0.44,0.08,0.2,0.74,0.42,0.11,0.03
You Proof,Morgan Wallen,1,367814306,697,1,9,0.1111111111111111,2128,0,120,0.73,0.64,0.85,0.25,0.0,0.61,0.03
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,367316268,480,1,22,0.045454545454545456,849,0,157,0.54,0.75,0.6,0.3,0.0,0.07,0.05
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,366599607,632,1,6,0.16666666666666666,292,0,94,0.58,0.44,0.57,0.57,0.0,0.1,0.03
Matilda,Harry Styles,1,366214458,690,1,3,0.3333333333333333,3218,0,114,0.51,0.39,0.29,0.9,0.0,0.1,0.04
Hype Boy,NewJeans,1,363472647,617,1,17,0.058823529411764705,892,1,100,0.59,0.78,0.94,0.27,0.0,0.29,0.23
Acapulco,Jason Derulo,1,363467642,951,0,0,0.0,3098,0,122,0.77,0.51,0.79,0.05,0.0,0.16,0.05
Like Crazy,Jimin,1,363369738,382,1,68,0.014705882352941176,596,0,120,0.63,0.36,0.73,0.0,0.0,0.36,0.04
Vista Al Mar,Quevedo,1,362361576,579,1,34,0.029411764705882353,1769,1,105,0.76,0.49,0.56,0.8,0.12,0.1,0.13
BESO,"Rauw Alejandro, ROSALï¿½",2,357925728,382,1,50,0.02,4053,1,95,0.77,0.53,0.64,0.74,0.0,0.17,0.14
METAMORPHOSIS,INTERWORLD,1,357580552,866,1,24,0.041666666666666664,1561,1,175,0.59,0.15,0.64,0.43,0.9,0.12,0.1
I Hate U,SZA,1,356709897,858,0,0,0.0,4094,1,107,0.54,0.41,0.39,0.51,0.0,0.11,0.16
Ley Seca,"Anuel Aa, Jhay Cortez",2,355219175,950,0,0,0.0,2012,0,105,0.76,0.58,0.84,0.1,0.0,0.13,0.1
BREAK MY SOUL,Beyoncï¿,1,354614964,658,0,0,0.0,9724,1,115,0.7,0.87,0.88,0.04,0.0,0.26,0.08
El Azul,"Junior H, Peso Pluma",2,354495408,424,1,25,0.04,692,1,144,0.56,0.84,0.65,0.23,0.0,0.1,0.06
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,354065229,936,0,0,0.0,3643,1,110,0.86,0.31,0.53,0.43,0.0,0.11,0.06
Merry Christmas Everyone,Shakin' Stevens,1,351636786,14709,0,0,0.0,1087,1,101,0.72,0.91,0.87,0.14,0.0,0.13,0.03
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,350381515,1096,1,12,0.08333333333333333,2619,0,130,0.63,0.49,0.73,0.05,0.0,0.09,0.03
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,349746291,746,1,1,1.0,2697,0,90,0.81,0.59,0.83,0.09,0.0,0.11,0.05
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,349585590,825,0,0,0.0,2235,0,109,0.6,0.45,0.47,0.62,0.0,0.31,0.05
"You're On Your Own, Kid",Taylor Swift,1,348647203,536,1,2,0.5,2537,0,120,0.69,0.4,0.39,0.41,0.0,0.13,0.06
this is what falling in love feels like,JVKE,1,346127840,949,0,0,0.0,2005,0,129,0.42,0.33,0.44,0.62,0.0,0.08,0.06
The Feels,TWICE,1,345903614,921,0,0,0.0,1150,0,120,0.81,0.92,0.9,0.09,0.0,0.08,0.07
CHORRITO PA LAS ANIMAS,Feid,1,345031710,494,1,36,0.027777777777777776,2321,1,96,0.74,0.61,0.83,0.11,0.0,0.35,0.06
Andrea,"Buscabulla, Bad Bunny",2,344055883,704,0,0,0.0,1195,1,103,0.8,0.45,0.62,0.76,0.0,0.1,0.38
she's all i wanna be,Tate McRae,1,343197054,795,0,0,0.0,2711,1,160,0.61,0.65,0.64,0.01,0.0,0.12,0.04
Nonsense,Sabrina Carpenter,1,342897938,634,1,27,0.037037037037037035,2346,0,139,0.74,0.68,0.68,0.03,0.0,0.26,0.04
Super Gremlin,Kodak Black,1,342779426,892,0,0,0.0,2551,0,73,0.83,0.11,0.41,0.0,0.0,0.36,0.14
Out of Time,The Weeknd,1,339659802,823,0,0,0.0,3711,1,93,0.65,0.82,0.74,0.27,0.0,0.32,0.05
Demasiadas Mujeres,C. Tangana,1,339473453,1279,0,0,0.0,2226,1,126,0.67,0.37,0.46,0.13,0.0,0.1,0.39
TV,Billie Eilish,1,338564981,628,1,2,0.5,3009,1,141,0.41,0.09,0.25,0.84,0.01,0.14,0.04
Dos Mil 16,Bad Bunny,1,338422004,704,1,3,0.3333333333333333,892,0,130,0.82,0.5,0.67,0.12,0.0,0.13,0.05
Classy 101,"Feid, Young Miko",2,335222234,375,1,40,0.025,2610,0,100,0.86,0.67,0.66,0.14,0.0,0.12,0.16
Players,Coi Leray,1,335074782,496,1,6,0.16666666666666666,4096,0,105,0.95,0.62,0.52,0.03,0.0,0.05,0.16
Music For a Sushi Restaurant,Harry Styles,1,334733572,690,1,1,1.0,4449,0,107,0.72,0.36,0.72,0.26,0.06,0.11,0.04
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,333146475,690,1,3,0.3333333333333333,3559,1,170,0.8,0.77,0.85,0.11,0.0,0.17,0.14
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,332506354,565,0,0,0.0,2616,1,142,0.64,0.31,0.72,0.15,0.0,0.09,0.05
cï¿½ï¿½mo dormi,Rels B,1,331511413,614,1,35,0.02857142857142857,1452,0,126,0.63,0.56,0.43,0.24,0.0,0.12,0.23
Run BTS,BTS,1,330881149,669,0,0,0.0,736,0,77,0.72,0.7,0.82,0.02,0.0,0.04,0.17
Por las Noches,Peso Pluma,1,330346424,1033,1,24,0.041666666666666664,457,0,92,0.81,0.39,0.6,0.31,0.0,0.07,0.03
Bejeweled,Taylor Swift,1,328207708,536,0,0,0.0,2699,0,164,0.7,0.39,0.56,0.06,0.0,0.09,0.07
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,327498031,1355,1,4,0.25,272,1,95,0.84,0.49,0.72,0.08,0.0,0.15,0.08
Sacrifice,The Weeknd,1,326792833,823,0,0,0.0,4440,0,122,0.7,0.91,0.79,0.03,0.0,0.07,0.1
10:35,"Tiï¿½ï¿½sto, Tate M",2,325592432,525,1,26,0.038461538461538464,4942,0,120,0.7,0.7,0.79,0.07,0.0,0.18,0.1
JGL,"Luis R Conriquez, La Adictiva",2,323455692,781,1,9,0.1111111111111111,782,0,113,0.7,0.97,0.59,0.55,0.0,0.27,0.12
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,323437194,536,0,0,0.0,2415,0,110,0.66,0.19,0.32,0.69,0.0,0.12,0.04
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,323358833,506,1,20,0.05,889,0,115,0.71,0.34,0.88,0.16,0.0,0.44,0.04
GATï¿½ï¿½,"Maldy, Karol G",2,322336177,593,1,13,0.07692307692307693,3328,1,93,0.63,0.34,0.86,0.26,0.0,0.21,0.39
Ya No Somos Ni Seremos,Christian Nodal,1,319757142,781,1,16,0.0625,866,0,140,0.59,0.73,0.45,0.44,0.0,0.34,0.03
Maan Meri Jaan,King,1,319566866,545,1,6,0.16666666666666666,288,1,96,0.7,0.4,0.51,0.35,0.0,0.1,0.04
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,319546754,704,1,7,0.14285714285714285,1681,0,108,0.78,0.55,0.6,0.59,0.0,0.07,0.04
Maroon,Taylor Swift,1,317726339,536,0,0,0.0,2304,0,108,0.64,0.04,0.4,0.06,0.0,0.1,0.06
Christmas Tree,V,1,317622165,837,1,9,0.1111111111111111,509,0,139,0.44,0.18,0.38,0.7,0.0,0.12,0.04
Yo No Soy Celoso,Bad Bunny,1,313113297,704,0,0,0.0,1179,0,142,0.87,0.93,0.59,0.28,0.0,0.17,0.05
La Zona,Bad Bunny,1,312622938,1501,0,0,0.0,1188,1,94,0.76,0.81,0.8,0.2,0.0,0.25,0.04
Satellite,Harry Styles,1,311482393,690,1,5,0.2,3291,0,139,0.58,0.3,0.46,0.14,0.0,0.09,0.03
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,311395144,823,0,0,0.0,3517,1,78,0.77,0.49,0.42,0.01,0.01,0.13,0.19
Shirt,SZA,1,309653982,529,0,0,0.0,3469,1,120,0.82,0.55,0.45,0.15,0.03,0.09,0.1
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,309483971,558,1,13,0.07692307692307693,2460,1,94,0.74,0.64,0.73,0.06,0.0,0.1,0.06
ULTRA SOLO,"Polima WestCoast, Pailita",2,307752576,785,0,0,0.0,1367,0,110,0.8,0.26,0.85,0.23,0.0,0.11,0.21
Fin de Semana,"Oscar Maydon, Junior H",2,307370144,452,1,14,0.07142857142857142,592,0,98,0.7,0.37,0.54,0.06,0.0,0.09,0.08
LOVE DIVE,IVE,1,305771063,735,1,8,0.125,753,1,118,0.7,0.54,0.71,0.0,0.0,0.33,0.04
Me Fui de Vacaciones,Bad Bunny,1,305650299,704,0,0,0.0,1443,0,85,0.71,0.43,0.65,0.23,0.0,0.09,0.05
Gato de Noche,"Nengo Flow, Bad Bunny",2,304118600,474,1,30,0.03333333333333333,2651,0,94,0.89,0.61,0.66,0.17,0.0,0.36,0.16
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,304079786,565,1,12,0.08333333333333333,3006,0,107,0.87,0.2,0.83,0.0,0.04,0.31,0.09
WHERE SHE GOES,Bad Bunny,1,303236322,327,1,50,0.02,3133,1,144,0.65,0.23,0.8,0.14,0.63,0.11,0.06
SPIT IN MY FACE!,ThxSoMch,1,303216294,526,1,14,0.07142857142857142,629,0,94,0.73,0.65,0.79,0.05,0.02,0.11,0.06
Yet To Come,BTS,1,302006641,669,0,0,0.0,829,0,172,0.56,0.68,0.89,0.04,0.0,0.33,0.19
SPIT IN MY FACE!,ThxSoMch,1,301869854,526,0,0,0.0,573,0,166,0.7,0.57,0.57,0.09,0.2,0.11,0.07
N95,Kendrick Lamar,1,301242089,697,0,0,0.0,5542,1,140,0.81,0.39,0.66,0.38,0.0,0.12,0.14
ANTIFRAGILE,LE SSERAFIM,1,301051721,540,1,12,0.08333333333333333,761,1,105,0.88,0.82,0.8,0.08,0.0,0.11,0.08
Where Did You Go?,"MNEK, Jax Jones",2,300983101,804,0,0,0.0,4531,0,127,0.77,0.53,0.78,0.19,0.0,0.29,0.04
Chale,Eden Muï¿½ï,1,299648208,781,1,11,0.09090909090909091,695,0,189,0.55,0.86,0.44,0.4,0.0,0.07,0.04
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,299634472,760,0,0,0.0,3501,0,124,0.81,0.68,0.63,0.17,0.0,0.1,0.22
LET GO,Central Cee,1,298063749,481,1,20,0.05,2301,1,146,0.74,0.51,0.45,0.86,0.0,0.21,0.38
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,297328960,529,0,0,0.0,3311,0,177,0.25,0.17,0.3,0.9,0.0,0.13,0.03
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,295998468,24205,0,0,0.0,6290,0,113,0.73,0.72,0.32,0.77,0.0,0.15,0.05
Numb,"Marshmello, Khalid",2,295307001,669,1,2,0.5,3879,1,120,0.91,0.63,0.77,0.12,0.01,0.1,0.05
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,295152154,603,1,5,0.2,685,0,136,0.77,0.71,0.75,0.33,0.01,0.13,0.04
CAIRO,"Karol G, Ovy On The Drums",2,294352144,513,1,26,0.038461538461538464,2418,1,115,0.95,0.43,0.69,0.47,0.0,0.09,0.31
Last Last,Burna Boy,1,293466523,698,1,12,0.08333333333333333,4526,1,88,0.8,0.55,0.56,0.13,0.0,0.08,0.09
ceilings,Lizzy McAlpine,1,293186992,732,1,9,0.1111111111111111,3242,0,148,0.51,0.27,0.33,0.48,0.0,0.22,0.03
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,291709698,816,1,2,0.5,971,1,124,0.73,0.68,0.83,0.55,0.0,0.9,0.07
Daylight,Harry Styles,1,290833204,690,0,0,0.0,2775,0,146,0.69,0.63,0.45,0.48,0.0,0.18,0.04
Every Summertime,NIKI,1,290228626,973,1,2,0.5,1211,0,79,0.63,0.76,0.67,0.38,0.0,0.06,0.04
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,288101651,495,1,10,0.1,536,0,149,0.66,0.85,0.6,0.4,0.0,0.14,0.13
El Rescate,"Grupo Marca Registrada, Junior H",2,287278853,627,1,4,0.25,527,1,99,0.79,0.64,0.59,0.28,0.0,0.11,0.14
It'll Be Okay,Shawn Mendes,1,287201015,860,0,0,0.0,1950,0,78,0.4,0.07,0.29,0.62,0.0,0.09,0.03
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,286739476,753,0,0,0.0,5290,1,123,0.6,0.46,0.71,0.03,0.0,0.16,0.04
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,286400165,494,1,58,0.017241379310344827,2110,1,88,0.68,0.17,0.71,0.15,0.0,0.11,0.05
Nobody Gets Me,SZA,1,284908316,487,1,6,0.16666666666666666,2536,0,100,0.36,0.28,0.28,0.81,0.0,0.18,0.03
Radio,Lana Del Rey,1,284819874,4847,1,46,0.021739130434782608,9389,0,150,0.42,0.2,0.86,0.21,0.0,0.09,0.09
How Do I Say Goodbye,Dean Lewis,1,284785823,613,1,15,0.06666666666666667,2163,0,82,0.4,0.39,0.64,0.21,0.0,0.07,0.07
Pasoori,"Shae Gill, Ali Sethi",2,284249832,793,1,6,0.16666666666666666,349,1,92,0.71,0.67,0.6,0.07,0.0,0.06,0.04
Hold Me Closer,"Elton John, Britney Spears",2,284216603,2342,0,0,0.0,4967,0,126,0.67,0.49,0.77,0.11,0.0,0.19,0.11
Aguacero,Bad Bunny,1,283359161,704,0,0,0.0,829,1,121,0.86,0.67,0.65,0.42,0.0,0.35,0.07
Un Verano Sin Ti,Bad Bunny,1,283332261,704,1,1,1.0,1004,1,188,0.5,0.41,0.5,0.69,0.0,0.12,0.06
Forever,Labrinth,1,282883169,1649,0,0,0.0,3618,1,80,0.56,0.19,0.46,0.92,0.72,0.11,0.03
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,279737940,704,1,3,0.3333333333333333,1112,0,105,0.81,0.77,0.79,0.19,0.0,0.47,0.08
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,279717388,663,0,0,0.0,2341,0,110,0.91,0.59,0.82,0.08,0.0,0.06,0.08
Ferxxo 100,Feid,1,278920007,676,1,30,0.03333333333333333,1647,1,164,0.7,0.58,0.57,0.25,0.0,0.15,0.07
BILLIE EILISH.,Armani White,1,277132266,810,0,0,0.0,2537,0,100,0.9,0.75,0.5,0.11,0.0,0.09,0.26
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,276259178,494,1,46,0.021739130434782608,1682,1,119,0.75,0.48,0.53,0.18,0.0,0.18,0.34
Caile,Luar La L,1,273914335,1208,1,2,0.5,1494,0,122,0.7,0.46,0.76,0.3,0.0,0.09,0.45
Little Freak,Harry Styles,1,273194684,690,0,0,0.0,2302,0,142,0.56,0.4,0.54,0.72,0.0,0.1,0.04
Pantysito,"Feid, Alejo, Robi",3,273005485,753,0,0,0.0,2995,1,98,0.83,0.63,0.74,0.14,0.0,0.16,0.06
Low,SZA,1,272377463,487,0,0,0.0,1911,1,145,0.7,0.34,0.55,0.43,0.0,0.16,0.06
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,271666301,698,0,0,0.0,2942,0,125,0.5,0.39,0.78,0.04,0.0,0.11,0.33
Leï¿½,Marï¿½ï¿½lia Mendo,1,267789608,487,1,4,0.25,993,0,130,0.74,0.79,0.87,0.45,0.0,0.3,0.03
Surface Pressure,Jessica Darrow,1,267758538,872,0,0,0.0,1756,0,180,0.65,0.37,0.58,0.02,0.0,0.04,0.31
X SI VOLVEMOS,"Karol G, Romeo Santos",2,266624541,432,1,33,0.030303030303030304,2127,1,178,0.79,0.58,0.78,0.34,0.0,0.11,0.25
Car's Outside,James Arthur,1,265882712,1635,1,10,0.1,794,0,150,0.34,0.24,0.56,0.04,0.0,0.11,0.03
After LIKE,IVE,1,265548837,596,1,12,0.08333333333333333,767,0,125,0.68,0.8,0.92,0.1,0.0,0.09,0.12
Attention,NewJeans,1,264717480,617,1,12,0.08333333333333333,799,1,105,0.81,0.7,0.65,0.24,0.0,0.08,0.04
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,263894529,900,0,0,0.0,772,1,158,0.46,0.62,0.83,0.53,0.0,0.97,0.28
Monï¿½ï¿½y so,YEAT,1,263779030,942,0,0,0.0,1473,0,138,0.69,0.35,0.57,0.12,0.0,0.1,0.09
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,263453310,523,1,6,0.16666666666666666,1254,0,158,0.65,0.72,0.95,0.31,0.0,0.92,0.05
Ojos Marrones,Lasso,1,263280370,793,1,11,0.09090909090909091,795,1,120,0.81,0.72,0.65,0.04,0.0,0.14,0.04
Salimo de Noche,"Trueno, Tiago pzk",2,261414174,901,0,0,0.0,1057,0,84,0.67,0.78,0.63,0.29,0.0,0.12,0.05
Peru,"Ed Sheeran, Fireboy DML",2,261286503,838,0,0,0.0,2999,1,108,0.96,0.71,0.42,0.57,0.0,0.08,0.09
My Only Wish (This Year),Britney Spears,1,261116938,8554,0,0,0.0,6952,0,147,0.67,0.69,0.72,0.17,0.0,0.19,0.03
Numb Little Bug,Em Beihold,1,258714692,802,0,0,0.0,2026,1,85,0.74,0.61,0.52,0.3,0.0,0.26,0.09
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,258316038,908,0,0,0.0,580,1,122,0.8,0.62,0.69,0.28,0.0,0.13,0.07
Moonlight,Kali Uchis,1,256483385,410,1,42,0.023809523809523808,2649,1,137,0.64,0.88,0.72,0.51,0.0,0.17,0.05
El Gordo Trae El Mando,Chino Pacas,1,255932395,438,1,21,0.047619047619047616,539,1,140,0.74,0.96,0.8,0.18,0.0,0.05,0.05
When You're Gone,Shawn Mendes,1,255120451,740,0,0,0.0,2092,0,147,0.6,0.58,0.69,0.02,0.0,0.58,0.04
PUFFIN ON ZOOTIEZ,Future,1,254218729,711,0,0,0.0,2350,0,125,0.88,0.28,0.66,0.06,0.0,0.13,0.31
Vigilante Shit,Taylor Swift,1,253650850,536,0,0,0.0,1948,1,80,0.8,0.16,0.28,0.17,0.0,0.12,0.39
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,252871192,872,1,2,0.5,3541,1,172,0.31,0.04,0.86,0.01,0.0,0.28,0.17
Coco Chanel,"Bad Bunny, Eladio Carrion",2,250305248,389,1,38,0.02631578947368421,1962,0,150,0.68,0.14,0.76,0.04,0.0,0.1,0.04
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,248511839,671,0,0,0.0,1401,1,128,0.82,0.42,0.75,0.06,0.0,0.63,0.06
Rara Vez,"Taiu, Milo j",2,248088961,426,1,38,0.02631578947368421,893,1,120,0.84,0.96,0.71,0.18,0.0,0.34,0.17
ELEVEN,IVE,1,247737946,860,1,1,1.0,521,0,120,0.83,0.59,0.73,0.06,0.0,0.05,0.11
2 Be Loved (Am I Ready),Lizzo,1,247689123,635,1,6,0.16666666666666666,3682,0,156,0.72,0.92,0.77,0.09,0.0,0.08,0.11
Die For You,Joji,1,246390068,522,0,0,0.0,1703,0,148,0.47,0.15,0.52,0.38,0.13,0.29,0.05
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,246376690,788,1,5,0.2,590,1,130,0.51,0.5,0.76,0.3,0.0,0.1,0.07
Agosto,Bad Bunny,1,246127838,704,0,0,0.0,897,1,115,0.85,0.72,0.58,0.09,0.0,0.49,0.12
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,245400167,816,1,1,1.0,1034,1,174,0.67,0.74,0.75,0.44,0.0,0.07,0.3
Run Rudolph Run - Single Version,Chuck Berry,1,245350949,24205,0,0,0.0,8612,1,152,0.69,0.94,0.71,0.79,0.0,0.07,0.08
TO THE MOON,Jnr Choi,1,245095641,886,0,0,0.0,2979,0,144,0.74,0.39,0.65,0.05,0.01,0.11,0.35
THE SHADE,Rex Orange County,1,244928911,760,1,6,0.16666666666666666,1189,0,120,0.9,0.73,0.51,0.39,0.0,0.09,0.06
San Lucas,Kevin Kaarl,1,244891912,1615,1,1,1.0,407,0,92,0.58,0.27,0.36,0.86,0.0,0.09,0.03
Afraid To Feel,LF System,1,244790012,708,1,5,0.2,5898,0,128,0.58,0.68,0.91,0.02,0.0,0.27,0.11
Thousand Miles,The Kid Laroi,1,244741137,718,0,0,0.0,2050,0,81,0.38,0.2,0.66,0.09,0.0,0.09,0.08
Heart To Heart,Mac DeMarco,1,244658767,1796,0,0,0.0,1640,1,150,0.9,0.64,0.14,0.67,0.35,0.11,0.1
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,244585109,664,1,6,0.16666666666666666,5153,0,137,0.74,0.71,0.89,0.24,0.61,0.15,0.05
Christmas (Baby Please Come Home),Darlene Love,1,242767149,22054,0,0,0.0,9122,0,126,0.34,0.35,0.76,0.39,0.0,0.08,0.05
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,240918092,663,0,0,0.0,2442,0,132,0.82,0.49,0.88,0.2,0.0,0.21,0.03
Ginseng Strip 2002,Yung Lean,1,240769997,3889,0,0,0.0,4310,0,115,0.6,0.37,0.71,0.08,0.0,0.48,0.04
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,240684449,861,1,1,1.0,648,1,133,0.82,0.52,0.61,0.38,0.0,0.14,0.27
Plan A,Paulo Londra,1,240661097,748,0,0,0.0,1105,0,174,0.58,0.56,0.83,0.05,0.0,0.07,0.04
With you,"HA SUNG WOON, Jimin",2,240580042,716,1,2,0.5,343,0,150,0.53,0.14,0.43,0.64,0.0,0.13,0.03
Forget Me,Lewis Capaldi,1,239411309,578,1,4,0.25,2520,1,102,0.67,0.72,0.74,0.3,0.0,0.36,0.04
Hold My Hand,Lady Gaga,1,238350348,707,0,0,0.0,2528,0,148,0.51,0.21,0.63,0.05,0.0,0.41,0.03
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,237351106,697,0,0,0.0,4627,1,101,0.78,0.4,0.74,0.36,0.0,0.17,0.27
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,236940480,825,1,3,0.3333333333333333,759,1,170,0.7,0.61,0.44,0.4,0.0,0.37,0.04
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,236872197,1747,0,0,0.0,2605,1,98,0.68,0.33,0.43,0.38,0.0,0.36,0.14
